awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1989,Physics,The Nobel Prize in Physics,2,"$3,000,000","$5,242,311","October 12, 1989",received,for the development of the ion trap technique,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1989,136,Hans G. Dehmelt,Hans G. Dehmelt,Hans G.,Dehmelt,Hans G. Dehmelt,,male,http://masterdataapi.nobelprize.org/2/laureate/136,"September 9, 1922",Görlitz,Görlitz,Europe,Prussia,Germany,"Görlitz, Prussia (now Germany)","March 7, 2017","Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,,,Individual,,,"University of Washington, Seattle, WA, USA",,,
2018,Physics,The Nobel Prize in Physics,1,"$9,000,000","$9,000,000","October 2, 2018",received,for the optical tweezers and their application to biological systems,for groundbreaking inventions in the field of laser physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2018,960,Arthur Ashkin,Arthur Ashkin,Arthur,Ashkin,Arthur Ashkin,,male,http://masterdataapi.nobelprize.org/2/laureate/960,"September 2, 1922","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Bell Laboratories, Holmdel, NJ, USA",,,
2019,Chemistry,The Nobel Prize in Chemistry,1,"$9,000,000","$9,000,000","October 9, 2019",received,for the development of lithium-ion batteries,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2019,976,John B. Goodenough,John B. Goodenough,John,Goodenough,John B. Goodenough,,male,http://masterdataapi.nobelprize.org/2/laureate/976,"July 25, 1922",Jena,Jena,Europe,Germany,Germany,"Jena, Germany",,,,,,,,,,,,,,,,,,Individual,,,"University of Texas, Austin, TX, USA",,,
1988,Physics,The Nobel Prize in Physics,1,"$2,500,000","$4,645,689","October 19, 1988",received,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,132,Leon M. Lederman,Leon M. Lederman,Leon M.,Lederman,Leon M. Lederman,,male,http://masterdataapi.nobelprize.org/2/laureate/132,"July 15, 1922","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","October 3, 2018","Rexburg, ID","Rexburg, ID",North America,USA,USA,"Rexburg, ID, USA",,,,,,,,,,,Individual,,,"Fermi National Accelerator Laboratory, Batavia, IL, USA",,,
1975,Physics,The Nobel Prize in Physics,1,"$630,000","$3,404,179","October 17, 1975",received,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1975,102,Aage N. Bohr,Aage N. Bohr,Aage N.,Bohr,Aage Niels Bohr,,male,http://masterdataapi.nobelprize.org/2/laureate/102,"June 19, 1922",Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark","September 8, 2009",Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,,,,,,,,,,Individual,,,"Niels Bohr Institute, Copenhagen, Denmark",,,
1994,Peace,The Nobel Peace Prize,3,"$7,000,000","$9,249,471","October 14, 1994",received,for their efforts to create peace in the Middle East,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1994,559,Yitzhak Rabin,Yitzhak Rabin,Yitzhak,Rabin,Yitzhak Rabin,,male,http://masterdataapi.nobelprize.org/2/laureate/559,"March 1, 1922",Jerusalem,Jerusalem,Asia,British Mandate of Palestine,Israel,"Jerusalem, British Mandate of Palestine (now Israel)","November 4, 1995",Tel Aviv,Tel Aviv,Asia,Israel,Israel,"Tel Aviv, Israel",,,,,,,,,,,Individual,Israel,,,,,
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$350,000","$3,052,326",,received,for their interpretation of the genetic code and its function in protein synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1968,388,Robert W. Holley,Robert W. Holley,Robert W.,Holley,Robert W. Holley,,male,http://masterdataapi.nobelprize.org/2/laureate/388,"January 28, 1922","Urbana, IL","Urbana, IL",North America,USA,USA,"Urbana, IL, USA","February 11, 1993","Los Gatos, CA","Los Gatos, CA",North America,USA,USA,"Los Gatos, CA, USA",,,,,,,,,,,Individual,,,"Cornell University, Ithaca, NY, USA",,,
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$350,000","$3,052,326",,received,for their interpretation of the genetic code and its function in protein synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1968,389,H. Gobind Khorana,H. Gobind Khorana,H. Gobind,Khorana,Har Gobind Khorana,,male,http://masterdataapi.nobelprize.org/2/laureate/389,"January 9, 1922",Raipur,Raipur,Asia,India,India,"Raipur, India","November 9, 2011","Concord, MA","Concord, MA",North America,USA,USA,"Concord, MA, USA",,,,,,,,,,,Individual,,,"University of Wisconsin, Madison, WI, USA",,,
1972,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$480,000","$3,345,725","October 25, 1972",received,for their pioneering contributions to general economic equilibrium theory and welfare theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1972,682,Kenneth J. Arrow,Kenneth J. Arrow,Kenneth J.,Arrow,Kenneth J. Arrow,,male,http://masterdataapi.nobelprize.org/2/laureate/682,"August 23, 1921","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","February 21, 2017","Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$700,000","$3,080,986",,received,for the development of radioimmunoassays of peptide hormones,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1977,413,Rosalyn Yalow,Rosalyn Yalow,Rosalyn,Yalow,Rosalyn Yalow,,female,http://masterdataapi.nobelprize.org/2/laureate/413,"July 19, 1921","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","May 30, 2011","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"Veterans Administration Hospital, Bronx, NY, USA",,,
1984,Chemistry,The Nobel Prize in Chemistry,1,"$1,650,000","$3,782,090","October 17, 1984",received,for his development of methodology for chemical synthesis on a solid matrix,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1984,261,Bruce Merrifield,Bruce Merrifield,Bruce,Merrifield,Robert Bruce Merrifield,,male,http://masterdataapi.nobelprize.org/2/laureate/261,"July 15, 1921","Fort Worth, TX","Fort Worth, TX",North America,USA,USA,"Fort Worth, TX, USA","May 14, 2006","Cresskill, NJ","Cresskill, NJ",North America,USA,USA,"Cresskill, NJ, USA",,,,,,,,,,,Individual,,,"Rockefeller University, New York, NY, USA",,,
1973,Chemistry,The Nobel Prize in Chemistry,2,"$510,000","$3,331,882","October 23, 1973",received,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1973,245,Geoffrey Wilkinson,Geoffrey Wilkinson,Geoffrey,Wilkinson,Geoffrey Wilkinson,,male,http://masterdataapi.nobelprize.org/2/laureate/245,"July 14, 1921",Todmorden,Todmorden,Europe,United Kingdom,United Kingdom,"Todmorden, United Kingdom","September 26, 1996",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,,,"Imperial College, London, United Kingdom",,,
1983,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$1,500,000","$3,715,324","October 17, 1983",received,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1983,697,Gerard Debreu,Gerard Debreu,Gerard,Debreu,Gerard Debreu,,male,http://masterdataapi.nobelprize.org/2/laureate/697,"July 4, 1921",Calais,Calais,Europe,France,France,"Calais, France","December 31, 2004",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
1988,Physics,The Nobel Prize in Physics,3,"$2,500,000","$4,645,689","October 19, 1988",received,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,134,Jack Steinberger,Jack Steinberger,Jack,Steinberger,Jack Steinberger,,male,http://masterdataapi.nobelprize.org/2/laureate/134,"May 25, 1921",Bad Kissingen,Bad Kissingen,Europe,Germany,Germany,"Bad Kissingen, Germany",,,,,,,,,,,,,,,,,,Individual,,,"CERN, Geneva, Switzerland",,,
1975,Peace,The Nobel Peace Prize,1,"$630,000","$3,404,179","October 9, 1975",received,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1975,534,Andrei Sakharov,Andrei Sakharov,Andrei,Sakharov,Andrei Dmitrievich Sakharov,,male,http://masterdataapi.nobelprize.org/2/laureate/534,"May 21, 1921",Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia","December 14, 1989",Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,,,,,,,,,,Individual,USSR (now Russia),,,,,
1981,Physics,The Nobel Prize in Physics,2,"$1,000,000","$2,929,688","October 19, 1981",received,for their contribution to the development of laser spectroscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,119,Arthur L. Schawlow,Arthur L. Schawlow,Arthur L.,Schawlow,Arthur Leonard Schawlow,,male,http://masterdataapi.nobelprize.org/2/laureate/119,"May 5, 1921","Mount Verno, NY","Mount Verno, NY",North America,USA,USA,"Mount Verno, NY, USA","April 28, 1999","Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$10,000,000","$11,711,430","October 10, 2005",received,for having enhanced our understanding of conflict and cooperation through game-theory analysis,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,800,Thomas C. Schelling,Thomas C. Schelling,Thomas C.,Schelling,Thomas C. Schelling,,male,http://masterdataapi.nobelprize.org/2/laureate/800,"April 14, 1921","Oakland, CA","Oakland, CA",North America,USA,USA,"Oakland, CA, USA","December 13, 2016","Bethesda, MD","Bethesda, MD",North America,USA,USA,"Bethesda, MD, USA",,,,,,,,,,,Individual,,,"University of Maryland, Department of Economics and School of Public Policy, College Park, MD, USA",,,
2008,Physics,The Nobel Prize in Physics,1,"$10,000,000","$10,926,573","October 7, 2008",received,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,826,Yoichiro Nambu,Yoichiro Nambu,Yoichiro,Nambu,Yoichiro Nambu,,male,http://masterdataapi.nobelprize.org/2/laureate/826,"January 18, 1921",Tokyo,Tokyo,Asia,Japan,Japan,"Tokyo, Japan","July 5, 2015",Osaka,Osaka,Asia,Japan,Japan,"Osaka, Japan",,,,,,,,,,,Individual,,,"Enrico Fermi Institute, University of Chicago, Chicago, IL, USA",,,
1967,Chemistry,The Nobel Prize in Chemistry,3,"$320,000","$2,843,602",,received,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1967,235,George Porter,George Porter,George,Porter,George Porter,,male,http://masterdataapi.nobelprize.org/2/laureate/235,"December 6, 1920",Stainforth,Stainforth,Europe,United Kingdom,United Kingdom,"Stainforth, United Kingdom","August 31, 2002",Canterbury,Canterbury,Europe,United Kingdom,United Kingdom,"Canterbury, United Kingdom",,,,,,,,,,,Individual,,,"Royal Institution of Great Britain, London, United Kingdom",,,
1993,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$6,700,000","$9,044,276","October 12, 1993",received,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1993,710,Douglass C. North,Douglass C. North,Douglass C.,North,Douglass C. North,,male,http://masterdataapi.nobelprize.org/2/laureate/710,"November 5, 1920","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA","November 23, 2015","Benzonia, MI","Benzonia, MI",North America,USA,USA,"Benzonia, MI, USA",,,,,,,,,,,Individual,,,"Washington University, St. Louis, MO, USA",,,
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$880,000","$2,889,667","October 10, 1980",received,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1980,419,Baruj Benacerraf,Baruj Benacerraf,Baruj,Benacerraf,Baruj Benacerraf,,male,http://masterdataapi.nobelprize.org/2/laureate/419,"October 29, 1920",Caracas,Caracas,South America,Venezuela,Venezuela,"Caracas, Venezuela","August 2, 2011","Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,,,Individual,,,"Harvard Medical School, Boston, MA, USA",,,
1978,Chemistry,The Nobel Prize in Chemistry,1,"$725,000","$2,898,454","October 17, 1978",received,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1978,251,Peter Mitchell,Peter Mitchell,Peter,Mitchell,Peter D. Mitchell,,male,http://masterdataapi.nobelprize.org/2/laureate/251,"September 29, 1920",Mitcham,Mitcham,Europe,United Kingdom,United Kingdom,"Mitcham, United Kingdom","April 10, 1992",Bodmin,Bodmin,Europe,United Kingdom,United Kingdom,"Bodmin, United Kingdom",,,,,,,,,,,Individual,,,"Glynn Research Laboratories, Bodmin, United Kingdom",,,
1980,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$880,000","$2,889,667","October 15, 1980",received,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1980,694,Lawrence R. Klein,Lawrence R. Klein,Lawrence R.,Klein,Lawrence R. Klein,,male,http://masterdataapi.nobelprize.org/2/laureate/694,"September 14, 1920","Omaha, NE","Omaha, NE",North America,USA,USA,"Omaha, NE, USA","October 20, 2013","Gladwyne, PA","Gladwyne, PA",North America,USA,USA,"Gladwyne, PA, USA",,,,,,,,,,,Individual,,,"University of Pennsylvania, Philadelphia, PA, USA",,,
1959,Physics,The Nobel Prize in Physics,2,"$220,678","$2,704,387",,received,for their discovery of the antiproton,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1959,73,Owen Chamberlain,Owen Chamberlain,Owen,Chamberlain,Owen Chamberlain,,male,http://masterdataapi.nobelprize.org/2/laureate/73,"July 10, 1920","San Francisco, CA","San Francisco, CA",North America,USA,USA,"San Francisco, CA, USA","February 28, 2006","Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$282,000","$2,782,895",,received,for their discoveries concerning genetic control of enzyme and virus synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1965,380,François Jacob,François Jacob,François,Jacob,François Jacob,,male,http://masterdataapi.nobelprize.org/2/laureate/380,"June 17, 1920",Nancy,Nancy,Europe,France,France,"Nancy, France","April 19, 2013",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,,,"Institut Pasteur, Paris, France",,,
1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$7,000,000","$9,249,471","October 11, 1994",received,for their pioneering analysis of equilibria in the theory of non-cooperative games,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1994,711,John C. Harsanyi,John C. Harsanyi,John C.,Harsanyi,John C. Harsanyi,,male,http://masterdataapi.nobelprize.org/2/laureate/711,"May 29, 1920",Budapest,Budapest,Europe,Hungary,Hungary,"Budapest, Hungary","August 9, 2000","Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$6,500,000","$9,184,250",,received,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1992,446,Edmond H. Fischer,Edmond H. Fischer,Edmond H.,Fischer,Edmond H. Fischer,,male,http://masterdataapi.nobelprize.org/2/laureate/446,"April 6, 1920",Shanghai,Shanghai,Asia,China,China,"Shanghai, China",,,,,,,,,,,,,,,,,,Individual,,,"University of Washington, Seattle, WA, USA",,,
1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$4,000,000","$6,329,114",,received,for their discoveries concerning organ and cell transplantation in the treatment of human disease,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1990,443,E. Donnall Thomas,E. Donnall Thomas,E. Donnall,Thomas,E. Donnall Thomas,,male,http://masterdataapi.nobelprize.org/2/laureate/443,"March 15, 1920","Mart, TX","Mart, TX",North America,USA,USA,"Mart, TX, USA","October 20, 2012","Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,,,Individual,,,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA",,,
1981,Physics,The Nobel Prize in Physics,1,"$1,000,000","$2,929,688","October 19, 1981",received,for their contribution to the development of laser spectroscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,118,Nicolaas Bloembergen,Nicolaas Bloembergen,Nicolaas,Bloembergen,Nicolaas Bloembergen,,male,http://masterdataapi.nobelprize.org/2/laureate/118,"March 11, 1920",Dordrecht,Dordrecht,Europe,the Netherlands,the Netherlands,"Dordrecht, the Netherlands","September 5, 2017","Tucson, AZ","Tucson, AZ",North America,USA,USA,"Tucson, AZ, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1976,Chemistry,The Nobel Prize in Chemistry,1,"$681,000","$3,342,605","October 18, 1976",received,for his studies on the structure of boranes illuminating problems of chemical bonding,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1976,249,William Lipscomb,William Lipscomb,William,Lipscomb,William N. Lipscomb,,male,http://masterdataapi.nobelprize.org/2/laureate/249,"December 9, 1919","Cleveland, OH","Cleveland, OH",North America,USA,USA,"Cleveland, OH, USA","April 14, 2011","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
2007,Literature,The Nobel Prize in Literature,1,"$10,000,000","$11,301,989","October 11, 2007",received,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2007,817,Doris Lessing,Doris Lessing,Doris,Lessing,Doris Lessing,,female,http://masterdataapi.nobelprize.org/2/laureate/817,"October 22, 1919",Kermanshah,Kermanshah,Asia,Persia,Iran,"Kermanshah, Persia (now Iran)","November 17, 2013",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1986,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$2,000,000","$4,098,361","October 16, 1986",received,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1986,700,James M. Buchanan Jr.,James M. Buchanan Jr.,James M.,Buchanan Jr.,James M. Buchanan Jr.,,male,http://masterdataapi.nobelprize.org/2/laureate/700,"October 3, 1919","Murfreesboro, TN","Murfreesboro, TN",North America,USA,USA,"Murfreesboro, TN, USA","January 9, 2013","Blacksburg, VA","Blacksburg, VA",North America,USA,USA,"Blacksburg, VA, USA",,,,,,,,,,,Individual,,,"Center for Study of Public Choice, Fairfax, VA, USA",,,
1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$800,000","$2,988,048","October 11, 1979",received,for the development of computer assisted tomography,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1979,418,Godfrey N. Hounsfield,Godfrey N. Hounsfield,Godfrey N.,Hounsfield,Godfrey N. Hounsfield,,male,http://masterdataapi.nobelprize.org/2/laureate/418,"August 28, 1919",Newark,Newark,Europe,United Kingdom,United Kingdom,"Newark, United Kingdom","August 12, 2004",Kingston upon Thames,Kingston upon Thames,Europe,United Kingdom,United Kingdom,"Kingston upon Thames, United Kingdom",,,,,,,,,,,Individual,,,"Central Research Laboratories, EMI, London, United Kingdom",,,
1987,Chemistry,The Nobel Prize in Chemistry,1,"$2,175,000","$4,274,764","October 14, 1987",received,for their development and use of molecules with structure-specific interactions of high selectivity,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,267,Donald J. Cram,Donald J. Cram,Donald J.,Cram,Donald J. Cram,,male,http://masterdataapi.nobelprize.org/2/laureate/267,"April 22, 1919","Chester, VT","Chester, VT",North America,USA,USA,"Chester, VT, USA","June 17, 2001","Palm Desert, CA","Palm Desert, CA",North America,USA,USA,"Palm Desert, CA, USA",,,,,,,,,,,Individual,,,"University of California, Los Angeles, CA, USA",,,
1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$4,000,000","$6,329,114",,received,for their discoveries concerning organ and cell transplantation in the treatment of human disease,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1990,442,Joseph E. Murray,Joseph E. Murray,Joseph E.,Murray,Joseph E. Murray,,male,http://masterdataapi.nobelprize.org/2/laureate/442,"April 1, 1919","Milford, MA","Milford, MA",North America,USA,USA,"Milford, MA, USA","November 26, 2012","Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,,,Individual,,,"Brigham and Women's Hospital, Boston, MA, USA",,,
1978,Peace,The Nobel Peace Prize,1,"$725,000","$2,898,454","October 27, 1978",received,for jointly having negotiated peace between Egypt and Israel in 1978,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1978,538,Anwar al-Sadat,Anwar al-Sadat,Anwar,al-Sadat,Mohamed Anwar al-Sadat,,male,http://masterdataapi.nobelprize.org/2/laureate/538,"December 25, 1918",Mit Abu al-Kawm,Mit Abu al-Kawm,Africa,Egypt,Egypt,"Mit Abu al-Kawm, Egypt","October 6, 1981",Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",,,,,,,,,,,Individual,Egypt,,,,,
1970,Literature,The Nobel Prize in Literature,1,"$400,000","$3,177,966","October 8, 1970",received,for the ethical force with which he has pursued the indispensable traditions of Russian literature,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1970,644,Alexandr Solzhenitsyn,Alexandr Solzhenitsyn,Alexandr,Solzhenitsyn,Aleksandr Isayevich Solzhenitsyn,,male,http://masterdataapi.nobelprize.org/2/laureate/644,"December 11, 1918",Kislovodsk,Kislovodsk,Europe,Russia,Russia,"Kislovodsk, Russia","August 3, 2008",Troitse-Lykovo,Troitse-Lykovo,Europe,Russia,Russia,"Troitse-Lykovo, Russia",,,,,,,,,,,Individual,USSR (now Russia),,,,,
1973,Chemistry,The Nobel Prize in Chemistry,1,"$510,000","$3,331,882","October 23, 1973",received,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1973,244,Ernst Otto Fischer,Ernst Otto Fischer,Ernst Otto,Fischer,Ernst Otto Fischer,,male,http://masterdataapi.nobelprize.org/2/laureate/244,"November 10, 1918",Munich,Munich,Europe,Germany,Germany,"Munich, Germany","July 23, 2007",Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,,,,,,,,,,Individual,,,"Technical University, Munich, Germany",,,
1997,Chemistry,The Nobel Prize in Chemistry,3,"$7,500,000","$9,572,839","October 15, 1997",received,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1997,289,Jens C. Skou,Jens C. Skou,Jens C.,Skou,Jens C. Skou,,male,http://masterdataapi.nobelprize.org/2/laureate/289,"October 8, 1918",Lemvig,Lemvig,Europe,Denmark,Denmark,"Lemvig, Denmark","May 28, 2018",Aarhus,Aarhus,Europe,Denmark,Denmark,"Aarhus, Denmark",,,,,,,,,,,Individual,,,"Aarhus University, Aarhus, Denmark",,,
1981,Chemistry,The Nobel Prize in Chemistry,1,"$1,000,000","$2,929,688","October 19, 1981",received,"for their theories, developed independently, concerning the course of chemical reactions",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1981,257,Kenichi Fukui,Kenichi Fukui,Kenichi,Fukui,Kenichi Fukui,,male,http://masterdataapi.nobelprize.org/2/laureate/257,"October 4, 1918",Nara,Nara,Asia,Japan,Japan,"Nara, Japan","January 9, 1998",Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",,,,,,,,,,,Individual,,,"Kyoto University, Kyoto, Japan",,,
1974,Physics,The Nobel Prize in Physics,1,"$550,000","$3,263,449","October 15, 1974",received,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1974,100,Martin Ryle,Martin Ryle,Martin,Ryle,Sir Martin Ryle,,male,http://masterdataapi.nobelprize.org/2/laureate/100,"September 27, 1918",Brighton,Brighton,Europe,United Kingdom,United Kingdom,"Brighton, United Kingdom","October 14, 1984",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1969,Chemistry,The Nobel Prize in Chemistry,1,"$375,000","$3,181,561",,received,for their contributions to the development of the concept of conformation and its application in chemistry,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1969,237,Derek Barton,Derek Barton,Derek,Barton,Derek H. R. Barton,,male,http://masterdataapi.nobelprize.org/2/laureate/237,"September 8, 1918",Gravesend,Gravesend,Europe,United Kingdom,United Kingdom,"Gravesend, United Kingdom","March 16, 1998","College Station, TX","College Station, TX",North America,USA,USA,"College Station, TX, USA",,,,,,,,,,,Individual,,,"Imperial College, London, United Kingdom",,,
1980,Chemistry,The Nobel Prize in Chemistry,3,"$880,000","$2,889,667","October 14, 1980",received,for their contributions concerning the determination of base sequences in nucleic acids,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,222,Frederick Sanger,Frederick Sanger,Frederick,Sanger,Frederick Sanger,,male,http://masterdataapi.nobelprize.org/2/laureate/222,"August 13, 1918",Rendcombe,Rendcombe,Europe,United Kingdom,United Kingdom,"Rendcombe, United Kingdom","November 19, 2013",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
